,vin,stockNum,firstSeen,lastSeen,msrp,askPrice,mileage,isNew,color,interiorColor,brandName,modelName,dealerID,vf_ABS,vf_ActiveSafetySysNote,vf_AdaptiveCruiseControl,vf_AdaptiveDrivingBeam,vf_AdaptiveHeadlights,vf_AdditionalErrorText,vf_AirBagLocCurtain,vf_AirBagLocFront,vf_AirBagLocKnee,vf_AirBagLocSeatCushion,vf_AirBagLocSide,vf_AutoReverseSystem,vf_AutomaticPedestrianAlertingSound,vf_AxleConfiguration,vf_Axles,vf_BasePrice,vf_BatteryA,vf_BatteryA_to,vf_BatteryCells,vf_BatteryInfo,vf_BatteryKWh,vf_BatteryKWh_to,vf_BatteryModules,vf_BatteryPacks,vf_BatteryType,vf_BatteryV,vf_BatteryV_to,vf_BedLengthIN,vf_BedType,vf_BlindSpotMon,vf_BodyCabType,vf_BodyClass,vf_BrakeSystemDesc,vf_BrakeSystemType,vf_BusFloorConfigType,vf_BusLength,vf_BusType,vf_CAN_AACN,vf_CIB,vf_CashForClunkers,vf_ChargerLevel,vf_ChargerPowerKW,vf_CoolingType,vf_CurbWeightLB,vf_CustomMotorcycleType,vf_DaytimeRunningLight,vf_DestinationMarket,vf_DisplacementCC,vf_DisplacementCI,vf_DisplacementL,vf_Doors,vf_DriveType,vf_DriverAssist,vf_DynamicBrakeSupport,vf_EDR,vf_ESC,vf_EVDriveUnit,vf_ElectrificationLevel,vf_EngineConfiguration,vf_EngineCycles,vf_EngineCylinders,vf_EngineHP,vf_EngineHP_to,vf_EngineKW,vf_EngineManufacturer,vf_EngineModel,vf_EntertainmentSystem,vf_ForwardCollisionWarning,vf_FuelInjectionType,vf_FuelTypePrimary,vf_FuelTypeSecondary,vf_GCWR,vf_GCWR_to,vf_GVWR,vf_GVWR_to,vf_KeylessIgnition,vf_LaneDepartureWarning,vf_LaneKeepSystem,vf_LowerBeamHeadlampLightSource,vf_Make,vf_MakeID,vf_Manufacturer,vf_ManufacturerId,vf_Model,vf_ModelID,vf_ModelYear,vf_MotorcycleChassisType,vf_MotorcycleSuspensionType,vf_NCSABodyType,vf_NCSAMake,vf_NCSAMapExcApprovedBy,vf_NCSAMapExcApprovedOn,vf_NCSAMappingException,vf_NCSAModel,vf_NCSANote,vf_Note,vf_OtherBusInfo,vf_OtherEngineInfo,vf_OtherMotorcycleInfo,vf_OtherRestraintSystemInfo,vf_OtherTrailerInfo,vf_ParkAssist,vf_PedestrianAutomaticEmergencyBraking,vf_PlantCity,vf_PlantCompanyName,vf_PlantCountry,vf_PlantState,vf_PossibleValues,vf_Pretensioner,vf_RearCrossTrafficAlert,vf_RearVisibilitySystem,vf_SAEAutomationLevel,vf_SAEAutomationLevel_to,vf_SeatBeltsAll,vf_SeatRows,vf_Seats,vf_SemiautomaticHeadlampBeamSwitching,vf_Series,vf_Series2,vf_SteeringLocation,vf_SuggestedVIN,vf_TPMS,vf_TopSpeedMPH,vf_TrackWidth,vf_TractionControl,vf_TrailerBodyType,vf_TrailerLength,vf_TrailerType,vf_TransmissionSpeeds,vf_TransmissionStyle,vf_Trim,vf_Trim2,vf_Turbo,vf_VIN,vf_ValveTrainDesign,vf_VehicleType,vf_WheelBaseLong,vf_WheelBaseShort,vf_WheelBaseType,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
4999333,29021ba5edea4a53f85f52a7d0526b385b621a7e7261c6f78369dcea14023e30,P19850,2018-03-31,2018-06-20,20995,17995,32385,False,Dakota gray metallic,Beige / Brown,AUDI,A4,6559,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1984.0,121.071108283,1.984,4.0,,,,,,,,,,4.0,220.0,,164.054,Audi,Flex Fuel Engine,,,,Gasoline,Ethanol (E85),,,,,,,,,AUDI,582,AUDI,1149.0,A4,3146.0,2014.0,Not Applicable,Not Applicable,,,,,,,,,,Fuel: GAS (50-St); Federal / California Emission Standard: BIN 5 / ULEV II; Emissions Certification Test Group: EADXV02.03UB EADXJ02.0FUB (E85),,Restraint System: Side AirBags Front Side Guard Air Curtain,,,,NECKARSULM,,GERMANY,,,,,,,,,,,,,,,,Indirect,,,,Not Applicable,,Not Applicable,,Automatic,Premium Plus,,,29021ba5edea4a53f85f52a7d0526b385b621a7e7261c6f78369dcea14023e30,,PASSENGER CAR,,,,,,,
3635830,5e3e7fa08472e15bca32b431ad127a5a566e91dfb0ce99564d584d92ac0d1525,S19118B,2018-11-13,2018-12-30,11101,10601,91028,False,Brilliant Silver Metallic,Medium Light Stone,LINCOLN,MKX,34499,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,4.0,AWD/All Wheel Drive,,,,,,,V-Shaped,,6.0,265.0,,197.6105,Ford,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,LINCOLN,464,FORD MOTOR COMPANY OF CANADA LTD.,977.0,MKX,1813.0,2009.0,Not Applicable,Not Applicable,,,,,,,,,,4V,,,,,,OAKVILLE,Oakville Assembly,CANADA,ONTARIO,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,5e3e7fa08472e15bca32b431ad127a5a566e91dfb0ce99564d584d92ac0d1525,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1693202,787d677b01dff54c7beb8e26c36f1f60dbc4288af3e2203a6b4ff57f06355569,PEL1023,2020-03-01,2020-05-11,52990,49990,15850,False,Black,Black/Mojave Beige,PORSCHE,Macan,23971,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,,,,4.0,,,,,,,,,,,252.0,,187.9164,Dr. Ing. h.c.F. Porsche AG,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,PORSCHE,584,DR. ING. H.C.F. PORSCHE AG,13510.0,Macan,8031.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,LEIPZIG,,GERMANY,,,,,,,,Manual,,,,Type 95B,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,787d677b01dff54c7beb8e26c36f1f60dbc4288af3e2203a6b4ff57f06355569,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3229929,f98bf07fb5ddf65a1275460d0a2f1f7cb15134600172a4439a2bef6fb3f8662c,Big Horn/Lone Star,2019-03-13,2019-06-02,0,0,5,True,Granite Crystal Met. Clear-Coat Exterior Paint,,RAM,1500,31247,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,Short,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5700.0,347.83534133997,5.7,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8.0,395.0,,294.5515,FCA,,,,,Gasoline,,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,RAM,496,FCA US LLC,994.0,1500,13620.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,STERLING HEIGHTS,STERLING HEIGHTS ASSEMBLY PLANT,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,Big Horn/Lonestar,,Left Hand Drive (LHD),,,,,,Not Applicable,,Not Applicable,,,DT,,,f98bf07fb5ddf65a1275460d0a2f1f7cb15134600172a4439a2bef6fb3f8662c,,TRUCK ,,,,,,,
4551897,ba5bec99a726fe75e14c18e2601e4c7f0a559d5af3c9757880bd166ed5c11d28,,2020-05-03,2020-05-04,0,0,0,False,,,FORD,Windstar,24721,,,,,,,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,,,,Wagon,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,U.S.,3800.0,231.89022755998,3.8,3.0,4x2,,,,,,,V-Shaped,,6.0,200.0,,149.14,Ford,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,FORD,460,FORD MOTOR COMPANY OF CANADA LTD.,977.0,Windstar,5264.0,2003.0,Not Applicable,Not Applicable,,,,,,,,,,EFI,,,,,,OAKVILLE,Oakville,CANADA,ONTARIO,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,,,,,,ba5bec99a726fe75e14c18e2601e4c7f0a559d5af3c9757880bd166ed5c11d28,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
575593,b5c4fd93ddbd7326610993c78417ce88403518715fc23ce5ae994625657dfeec,,2019-02-19,2019-04-23,14991,13250,0,False,,,VOLKSWAGEN,Jetta,8989,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1400.0,85.43324173262,1.4,4.0,,,,,,,,,,4.0,150.0,,111.855,Volkswagen,,,,,Gasoline,,,,,,,,,,VOLKSWAGEN,482,VOLKSWAGEN GROUP OF AMERICA INC.,1147.0,Jetta,3137.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,Fuel: Gas (50-St); Emissions Certification Test Group: GVGAV01.4VUP; Federal / California Emission Standard: ULEV II / Bin 5,,Advanced Front Airbags,,,,PUEBLA,,MEXICO,,,,,,,,Manual,,,,1.4T SE,,,,Indirect,,,,Not Applicable,,Not Applicable,6.0,Automatic,,,,b5c4fd93ddbd7326610993c78417ce88403518715fc23ce5ae994625657dfeec,,PASSENGER CAR,,,,,,,
1324949,5f395efa35d1a3f86f10a7ee862b668904cd0db0d7f748776318761921065760,,2019-07-05,2019-08-12,60945,54218,0,True,,,CHEVROLET,Silverado,17050,Standard,Front and Rear Park Assist: Optional,,Optional,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,50295.0,,,,,,,,,,,,,,Optional,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Optional,,,,,,Not Applicable,Standard,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,,,8.0,,,,,L84 - DI DFM ALUM GEN 5 VAR 2,,Optional,,Gasoline,,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,Standard,Optional,Optional,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Optional,SILAO,,MEXICO,,,,,Standard,,,Manual,2.0,6.0,Standard,1500 LTZ,,Left Hand Drive (LHD),,,130.0,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,,,,5f395efa35d1a3f86f10a7ee862b668904cd0db0d7f748776318761921065760,,TRUCK ,156.9,147.4,,18.0,18.0,4.0,
4345999,ce8b7de83ac154321eba17c85e4b7e590b7d6e2b2037bc721bfba09c84c8324e,B80489,2018-03-07,2018-09-18,39890,34440,0,True,Graphite,JET Black Leather-Appointed,CHEVROLET,Colorado,22520,Standard,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,31600.0,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,,Not Applicable,,Not Applicable,Optional,,,,,,,Not Applicable,Standard,,3600.0,219.68547874103,3.6,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6.0,,,,,LG2 - DI: Direct Injection VVT: Variable Valve Timing ALUM VAR2 GEN2,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Colorado,4086.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,WENTZVILLE,GMNA,UNITED STATES (USA),MISSOURI,,,,Standard,,,Manual,2.0,5.0,Standard,Z71,,Left Hand Drive (LHD),,Direct,120.0,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,ce8b7de83ac154321eba17c85e4b7e590b7d6e2b2037bc721bfba09c84c8324e,Dual Overhead Cam (DOHC),TRUCK ,,,,17.0,17.0,4.0,
3166910,3e2b40ece10eb12deea55ccf523d9f55cd55083cd8965091f619bff177a591dc,J88040A,2017-02-09,2019-03-23,14995,10990,98931,False,,,CHEVROLET,Malibu,17417,,,,,,,All Rows,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4.0,,,,,,,,In-Line,,4.0,,,,,LKW,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,,,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Malibu,1834.0,2014.0,Not Applicable,Not Applicable,,,,,,,,Body type: 4 Dr Sedan; Notch back,,Book Code: 0G.   VVT.,,,,,,FAIRFAX,GMNA,UNITED STATES (USA),KANSAS,,,,,,,Manual,,,,1LT,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,3e2b40ece10eb12deea55ccf523d9f55cd55083cd8965091f619bff177a591dc,,PASSENGER CAR,,,,,,,4.0
1622275,bdadc32995c2d2ae5589018965e5199594988f012f57d1eae1c5d00cdfd51331,,2018-07-18,2019-01-15,33865,30182,0,True,,,JEEP,Renegade,15053,Standard,ParkSense Rear Park Assist: Optional; Electronic Roll Mitigation: Standard; Front Passenger Seat Belt Alert: Standard; Latch Ready Child Seat Anchor System: Standard; Panic Brake Assist: Standard; Occupant Detection System: Standard; Locking Glove Box: Standard; Remote-Start System: Standard,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,2.0,27295.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,Optional,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,AWD/All Wheel Drive,,Optional,,Standard,,,,,4.0,180.0,,134.226,,,,Optional,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,Optional,Optional,,JEEP,483,FCA ITALY S.P.A.,1029.0,Renegade,6160.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,Active Seatbelts.,,,,MELFI,,ITALY,,,Yes,,Standard,,,Manual,,5.0,Optional,,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,9.0,Automatic,Limited,,No,bdadc32995c2d2ae5589018965e5199594988f012f57d1eae1c5d00cdfd51331,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,101.2,,18.0,18.0,4.0,
2659350,c1cfbc68c36ffb3c3952cb4fc53340f47aae6b2d9bcd947fcef4be9a2b71e703,,2019-11-22,2019-11-26,28470,22620,0,True,,,HYUNDAI,Tucson,11217,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2400.0,146.45698582735,2.4,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,4.0,181.0,,134.9717,HMC,GDI Theta II,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,HYUNDAI,498,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),1034.0,Tucson,2058.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,ULSAN,,SOUTH KOREA,,,,,,,,Manual,,,,Value SEL Sport Limited Ultimate Night,,,,Direct,,,,Not Applicable,,Not Applicable,7.0,Automatic,,,,c1cfbc68c36ffb3c3952cb4fc53340f47aae6b2d9bcd947fcef4be9a2b71e703,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3021938,c92ca60bf3e2db01569dbd9b6e30f24fc2072a5894715b9580fe99fed60de1f4,WT1673A,2020-02-13,2020-02-16,7000,7000,0,False,Champagne,Camel,FORD,Escape,7998,,,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3000.0,183.07123228419,3.0,4.0,,,,,,,,V-Shaped,,6.0,240.0,,178.968,,Ford,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,Escape,1798.0,2010.0,Not Applicable,Not Applicable,,,,,,,,,,Displacement is 3.0L 4V.,,,,,,CLAYCOMO,Kansas City,UNITED STATES (USA),MISSOURI,,,,,,,Manual,,,,Limited,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,c92ca60bf3e2db01569dbd9b6e30f24fc2072a5894715b9580fe99fed60de1f4,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
928017,80f9556af91ff7fdbb189e5526490d66d5d98be84862257bd11c2f766ba0f9dc,,2019-05-21,2019-07-15,49358,47358,0,True,,,LEXUS,NX,10935,Standard,,Standard,Standard,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,Passenger Seat Only,1st Row (Driver & Passenger),Standard,,,2.0,,,,,,,,,,,,,,,Optional,,Wagon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000.0,122.04748818946,2.0,5.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,In-Line,,4.0,,,,,8AR-FTS,CD + stereo,Standard,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,Standard,Standard,Standard,,LEXUS,515,TOYOTA MOTOR NORTH AMERICA INC,962.0,NX,3653.0,2019.0,Not Applicable,Not Applicable,,,,,,,,Lexus NX 300 Turbo/ 300 F Sport,,PORT+DIRECT,,,,Optional,Standard,KYUSHU,Toyota Motor Kyushu Inc,JAPAN,,,,,Standard,,,Manual,2.0,5.0,Standard,AGZ10L/AGZ15L/AYZ15L,,Left Hand Drive (LHD),,Indirect,,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,Luxury,,,80f9556af91ff7fdbb189e5526490d66d5d98be84862257bd11c2f766ba0f9dc,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,104.7,,,,4.0,
4603811,d4f4338d1132fb7f6b3dd7e3351aa8945d4a3787ab8ac6cb990cdac0da3d4dd8,Q25494A,2019-06-26,2019-06-26,0,0,213507,False,Classic Silver,,TOYOTA,PRIUS,4958,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Hatchback/Liftback/Notchback,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1500.0,91.53561614209,1.5,4.0,4x2,,,,,,Strong HEV (Hybrid Electric Vehicle),In-Line,,4.0,76.0,,56.6732,,INZ-FXE+3CM,,,,Gasoline,Electric,,,,,,,,,TOYOTA,448,TOYOTA MOTOR NORTH AMERICA INC,962.0,PRIUS,2209.0,2007.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,KARIYA,Toyota Auto Body Corp. LTD,JAPAN,AICHI,,,,,,,Manual,,,,NHW20L,,,,,,,,Not Applicable,,Not Applicable,,,,,,d4f4338d1132fb7f6b3dd7e3351aa8945d4a3787ab8ac6cb990cdac0da3d4dd8,,PASSENGER CAR,,,,,,,
4155809,d53392d9ce34156390e39488a7f426f0218a187edde21b0a16e6704af004b9fe,08043,2020-01-10,2020-05-25,7500,7500,141489,False,Taffeta White,Black,HONDA,Civic,22911,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Coupe,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1999.221808,122.0,1.999221808,2.0,,,,,,,,In-Line,,4.0,197.0,,146.9029,,K20Z3,,,,Gasoline,,,,Class 1B: 3001 - 4000 lb (1360 - 1814 kg),,,,,,HONDA,474,HONDA OF CANADA MFG. INC.,990.0,Civic,1863.0,2008.0,Not Applicable,Not Applicable,,,,,,,,,,,,seat belts: front rear and rear center,,,,ALLISTON,,CANADA,ONTARIO,,,,,,,Manual,,,,SI,,,,Direct,,,,Not Applicable,,Not Applicable,6.0,Manual/Standard,,,,d53392d9ce34156390e39488a7f426f0218a187edde21b0a16e6704af004b9fe,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,,
5586847,ada6d03614d332e2ebf64ab4f8916fde58f2975eae5324721453852851725086,P8196,2019-08-07,2019-12-08,22925,22736,4185,False,Gray,black,JEEP,Compass,4362,Standard,,Optional,Optional,,,,1st Row (Driver & Passenger),,,All Rows,Standard,,,2.0,25345.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,Optional,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,In-Line,,4.0,180.0,,134.226,FCA,,,Optional,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,Optional,Optional,,JEEP,483,CHRYSLER DE MEXICO TOLUCA,1002.0,Compass,1946.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,TOLUCA,TOLUCA NORTH ASSEMBLY,MEXICO,MEXICO,,,,Standard,,,Manual,2.0,5.0,Standard,Longitude (B) North (Can) Latitude (M U),,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,MP,,,ada6d03614d332e2ebf64ab4f8916fde58f2975eae5324721453852851725086,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,103.8,,17.0,17.0,4.0,
170178,c9d20449e276c254bd29f845427c690a74db72f7e1cb9ccdd5d136ada3ef6c5f,,2019-04-14,2019-05-07,19988,19988,0,False,,,CHEVROLET,Tahoe,11083,,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8.0,,,,GM,LMG,,,Sequential Fuel Injection (SFI),Flexible Fuel Vehicle (FFV),,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Tahoe,1852.0,2011.0,Not Applicable,Not Applicable,,,,,,,,,,CYL Deactivation IRON,,Roof Side Airbags: All seating rows,,,,ARLINGTON,GMNA,UNITED STATES (USA),TEXAS,,,,,,,Manual,,,,1/2 ton,,,,Direct,,,,Not Applicable,,Not Applicable,,,LTZ,,,c9d20449e276c254bd29f845427c690a74db72f7e1cb9ccdd5d136ada3ef6c5f,Overhead Valve (OHV),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3187474,24f486c04e22060c0b708f03b8168390b9699c76e433dd56123c77e6af2acb5e,,2018-04-08,2018-08-15,22553,19848,0,False,,,HYUNDAI,Santa Fe Sport,21544,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2400.0,146.45698582735,2.4,,4WD/4-Wheel Drive/4x4,,,,,,,,,4.0,185.0,,137.9545,HMC, GDI THETA II,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,HYUNDAI,498,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),1034.0,Santa Fe Sport,16694.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,UNITED STATES (USA),ALABAMA,,,,,,,Manual,,,,Sport Base,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,24f486c04e22060c0b708f03b8168390b9699c76e433dd56123c77e6af2acb5e,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1285013,b8d090f0a169c01156565e94895032e705937db186922dc5a8aec928024e275b,,2019-11-03,2020-02-13,38170,36675,0,True,,,HYUNDAI,Palisade,38419,,,,,,,1st & 2nd & 3rd Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3800.0,231.89022755998,3.8,,4x2,,,,,,,,,,,,,HMC,GDI LAMBDA II,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,HYUNDAI,498,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),1034.0,Palisade,25847.0,2020.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,ULSAN,,SOUTH KOREA,,,,,,,,Manual,,,,SEL w/ Convenience Pkg,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,b8d090f0a169c01156565e94895032e705937db186922dc5a8aec928024e275b,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3808968,f7721947ce7d95f3f903ac5f015fbec31e1d672435aa84cc4558c1f91d6e8b70,015270,2018-12-07,2018-12-21,18991,18991,33711,False,Black,,ACURA,ILX,30289,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2359.737216,144.0,2.359737216,4.0,4x2,,,,,,,In-Line,,4.0,201.0,,149.8857,,K24V7,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,ACURA,475,HONDA OF AMERICA MFG. INC.,988.0,ILX,2150.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,seat belts: front rear rear center,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,8.0,Dual-clutch Transmission (DCT),Premium/Tech,,,f7721947ce7d95f3f903ac5f015fbec31e1d672435aa84cc4558c1f91d6e8b70,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,,
